Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
Myanmar,MMR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05985,0.034170002,0.044059999,0.113059998,0.071439996,0.162159994,,,,,,,,,,,,,,
Myanmar,MMR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,15,9,9,7,13,9,14,15.6,5.2,4.3,5.3,9.9,7.3,5.8,6.7,6.4,8.7,11.2,15.5,13.4,10,10.2,7.5,9.1,,,,,
Myanmar,MMR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149,2378,4068,,,,
Myanmar,MMR,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3821,4007,4422,,,,
Myanmar,MMR,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970,6385,8490,,,,
Myanmar,MMR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.050330162,7.100409985,10.64148998,,11.73962975,16.9910202,,,,,,,,,,,,,,
Myanmar,MMR,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.085860014,7.734379768,46.69734955,,76.75756836,131.9290924,,,,,,,,,,,,,,
Myanmar,MMR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34340,,,,,,,,,,,,,,,,,,41739,,,,,,
Myanmar,MMR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083068851,,,,,,,,,,,,,,,,,,0.001822921,,,,,,
Middle East & North Africa (developing only),MNA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289649778.4,264751668.1,513263202.8,385821886.9,390961075.6,423925669.7,405991062.3,589737637.9,609281147.7,,,
Middle East & North Africa (developing only),MNA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174411828.8,318268578.5,157173273.2,41334881.87,62517241.53,45953832.41,41148403.83,30514082.14,98645545.87,,,
Middle East & North Africa (developing only),MNA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,1923.88282,1834.399899,2026.58481,2230.869438,2123.137246,2294.898948,2244.081876,2201.395536,2439.028954,2579.889955,2563.609538,2799.542518,3030.823583,3338.384892,3784.601651,4132.029883,4482.465812,5271.603848,5679.367294,6381.048007,7474.416196,8798.611052,10034.84305,11548.51192,12353.82703,13691.46909,,,,,
Middle East & North Africa (developing only),MNA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,1901,2289,2525,3081,2493,2590,2496,2537,2542,2519,3305,5234,3902,3533,3629,2842,2394,2155,1824,1910,1950,1428,,1164,1256,1314,1362,1241,1012,1250,1224,1492,1548,,2191,1791,1821,1679,1605,1603,1890,2944,,4585,,,4757,4703,4455,4137,,,
Middle East & North Africa (developing only),MNA,"Patent applications, residents",IP.PAT.RESD,,,,,361,358,263,256,268,252,248,269,303,309,335,245,241,242,261,229,331,456,367,399,484,696,,747,737,678,564,682,760,959,936,1045,1163,,1069,1101,1452,1475,1838,2099,3273,4908,,11544,,,12119,12594,11855,12571,,,
Middle East & North Africa (developing only),MNA,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,3564,4723,4662,5992,6164,6281,5412,5274,6827,5765,6197,6175,7044,6129,7318,5473,5259,4466,4201,2517,2926,,,,,,,,,,,,14503,12672,15630,13874,19730,17656,15269,15022,20050,25607,28866,28702,24013,16817,26053,34199,32359,35297,,,
Middle East & North Africa (developing only),MNA,"Trademark applications, direct resident",IP.TMK.RESD,,,,,2398,3172,2960,3130,3643,3943,3646,4372,3968,3742,3423,3211,3111,2837,3312,2631,3464,3445,3504,3340,3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,"Trademark applications, total",IP.TMK.TOTL,5720,5460,5744,,5962,7895,22837,9122,9807,10224,9058,9646,10795,9507,9620,9386,10155,8966,10630,8104,8723,7911,7705,5857,5981,,,,,,,,,,,,28617,23876,29632,28684,41618,36381,37266,34176,58094,68029,76195,81199,76170,60942,69929,76856,76268,83846,,,
Middle East & North Africa (developing only),MNA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.4832571,,,,,,,,
Middle East & North Africa (developing only),MNA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797416301,761575448,905528307,1052348773,1240576939,1301899118,1932479554,1572507901,1684175978,1385749916,2633573104,2542528050,,,,,
Middle East & North Africa (developing only),MNA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971761907,2.249222513,3.345299881,3.178139515,2.299492041,2.607207149,2.842270755,2.553862539,2.665183065,3.960477731,,,,,2.207584075,,,,,
Montenegro,MNE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9022255.279,11277652.78,11619549.03,8873363.542,2820882.081,3079575.021,4457859.895,5295232.603,,
Montenegro,MNE,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378116.291,2063425.346,1145964.608,3253634.751,814568.567,1230175.345,767386.8543,1135289.494,,
Montenegro,MNE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.797739983,1.018720031,0.924430013,1.241719961,1.148910046,,,,0.408639997,,,,,
Montenegro,MNE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,14.7,19.7,10.6,25.9,27.8,,,,,
Montenegro,MNE,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,,136,83,41,,,,
Montenegro,MNE,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,23,20,37,23,,,
Montenegro,MNE,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851,12832,4040,3871,4091,3809,3642,,,
Montenegro,MNE,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,66,94,87,94,,,
Montenegro,MNE,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851,12928,4040,3937,4185,3896,3736,,,
Montenegro,MNE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.9172363,,,,,
Montenegro,MNE,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.947197,,,,,
Montenegro,MNE,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502499,2925094,2586252,12154429,5311185,4085156,8705682,4774385,,,
Montenegro,MNE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250710,790260,2589800,5797730,7752495.717,14315652.99,,,
Mongolia,MNG,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12534980,194743.54,491650,2109030,1588095.904,1007983.372,,,
Mongolia,MNG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167860001,0.166429996,0.15016,0.187570006,0.26749,0.251729995,0.251800001,0.267769992,0.237760007,0.191210002,0.23827,0.336670011,0.304780006,0.283349991,0.27392,,,,,
Mongolia,MNG,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,13,11,12,14,12,14,12,8.3,18.9,16.9,8.6,12.2,12.1,19,16.1,18.4,20.1,21.5,21.1,21.6,26.9,41.8,38.9,24.8,,,,,
Mongolia,MNG,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,32,11,,,,,,,1,2,6,21,52,23,3,32,,,76,105,86,86,87,110,,,67,69,,,132,,,
Mongolia,MNG,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,12,34,,,,,,,28,26,55,128,130,114,186,148,,,106,121,167,143,100,103,,,76,110,,,133,,,
Mongolia,MNG,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,17,65,39,376,898,1005,863,1339,1485,2860,3264,3445,4572,4347,5409,6760,5648,2375,2970,3189,3260,2533,2559,3447,1832,1720,1936,1719,1864,1660,1830,2580,,,
Mongolia,MNG,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,10,4,9,40,214,90,138,204,264,197,167,272,427,121,206,255,358,423,369,339,,,328,539,,,4295,,,
Mongolia,MNG,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,17,65,40,382,899,1015,867,1348,1525,3074,3354,3583,4776,4611,5606,6927,5920,2802,3091,3395,3515,2891,2982,3816,2171,1720,1936,2047,2403,1660,1830,6875,,,
Mongolia,MNG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483565,1910908,772034,2769190,559535,128925,640448,370407,240779,93905,2653416,6852798,,,,,,22066017,,,
Mongolia,MNG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.116624929,3.649593716,1.571419947,3.922348327,0.468643716,0.083470692,0.446248365,0.205526891,0.13688849,0.060600436,1.659613861,7.428124598,,,,,,15.8502286,,,
Northern Mariana Islands,MNP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5656758.83,2338960,2361670.872,1890270.6,3554354.575,4239711.207,4948151.66,8141257.97,29643154.47,,,
Mozambique,MOZ,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203171,1017687,45199,842.24,192948.52,14955,282318.63,3190597.32,429936.67,,,
Mozambique,MOZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504209995,,,,0.532989979,,0.177739993,,0.462599993,,,,,,
Mozambique,MOZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,8,6,4,8,7,13,7,12.8,6.6,9.5,14.6,13.9,9.9,14.3,12.6,9.1,12.9,24.2,20.9,23.9,24.7,28.6,24.1,37.9,,,,,
Mozambique,MOZ,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,1,9,15,5,14,21,22,,,,,,,,,
Mozambique,MOZ,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,18,,,,,,,,,
Mozambique,MOZ,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,3847,2919,1965,1669,1430,1672,1778,2143,1901,1240,870,888,1032,1082,1168,,,
Mozambique,MOZ,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,127,162,175,159,292,492,553,518,,,,,,,,,
Mozambique,MOZ,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,3966,3046,2127,1844,1589,1964,2270,2696,2419,1240,870,888,1032,1082,1168,,,
Mozambique,MOZ,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.61102009,,19.49695969,11.66814995,38.06608963,,,,,,
Mozambique,MOZ,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8815918,,29.57493019,2.030730009,45.59843826,,,,,,
Mozambique,MOZ,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,886000,2229000,2959146,,599921,2189175,945728,1885932,6547177,8240764,9496128,2751450,14912437,6110726,23755399,549792,71194000,104739005,80780608,,,
Mozambique,MOZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.032843325,3.83632821,5.928664521,11.07442191,,2.195762645,9.021072265,2.006745879,3.52224411,6.890879821,11.28154074,8.367006719,2.307831285,10.57277155,3.791649384,9.515814299,1.267976358,26.48074033,24.73600423,13.35482884,,,
Mauritania,MRT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,2,1,1,0,4,2,2.1,3.5,2.1,1.7,2.2,5.4,6.5,6.5,7.1,3.9,7.1,6.2,3.3,1.7,2.9,3,5.8,,,,,
Mauritania,MRT,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4716068.975,4422762.476,5998794.771,5853887.261,5185393.603,12068022.45,15201851.05,15522665.59,13290479.08,16104346.44,,
Mauritius,MUS,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33648.99833,192936.091,460807.8087,5186.245116,120526.2808,554905.8734,2159982.63,1350305.962,3162635.311,2463708.563,,
Mauritius,MUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27899,0.261779994,0.313879997,0.289029986,0.368730009,0.373769999,0.338059992,0.379319996,0.372289985,,,,,,,,,,,
Mauritius,MUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,8,7,5,8,12,6.4,5.1,3.3,8.2,16.7,13.2,14.6,23.6,13.5,20,15.4,19,17.8,21.1,21.5,24.8,15.9,,,,,
Mauritius,MUS,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,3,3,36,31,21,16,19,20,17,11,10,19,8,,,5,21,5,14,11,3,8,12,4,12,4,19,12,12,,,,,,,,,,22,,,19,14,18,,,
Mauritius,MUS,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,2,,3,4,2,2,,,3,,,2,,,,4,,,3,,1,2,,2,5,3,3,3,3,,,,,,,,,,2,,,1,4,2,,,
Mauritius,MUS,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,234,190,,,,,236,228,229,240,204,208,186,231,,302,335,428,279,437,585,596,630,633,,,,,,,,,,,,,1058,997,971,,,
Mauritius,MUS,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,355,,,,45,27,,,,,52,19,119,115,62,143,61,110,,213,178,211,237,395,306,395,414,475,,,,,,,,,,,,,826,839,787,,,
Mauritius,MUS,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,355,308,271,252,279,217,,,,,288,247,348,355,266,351,247,341,,515,513,639,516,832,891,991,1044,1108,,,,,,,,,1468,1874,1796,2032,1884,1836,1758,,,
Mauritius,MUS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4508682,4048214,4032847,4957310,8699983,10396802,6806599,8755237,14932993,13465787,12658919,14032030,29370476,72328882,61587899,16148071,360658605,113631176,99614971,21066982,6195501,9742400,10600841,6228178,,,
Mauritius,MUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.561279387,0.501303551,0.455960217,0.482636493,0.918000166,0.963399807,0.589613266,0.770306869,1.210008821,1.153749648,1.051924855,1.243474047,2.305751429,5.278176301,4.513230758,1.806959664,24.1514873,8.247408811,7.244789144,1.859425045,0.691355554,0.796340122,0.926069514,0.559315654,,,
Malawi,MWI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429480.7545,429570.8664,429686.5286,429562.1707,429559.8389,429552.4908,440265.4097,460365.7112,,,,
Malawi,MWI,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,21,12,28,24,27,27,15,29,37,38.3,45.5,40.3,30.9,36.4,43.6,44.2,48.5,43.1,42.3,40.5,46.7,62.9,53.7,52.5,55.1,56.7,,,,,
Malawi,MWI,"Patent applications, nonresidents",IP.PAT.NRES,,,,,97,111,89,97,100,80,61,74,67,74,51,63,51,29,35,35,51,41,49,37,26,35,39,53,33,34,33,21,12,15,12,33,30,26,18,,17,313,,,,,,,,,,,,,,,
Malawi,MWI,"Patent applications, residents",IP.PAT.RESD,,,,,,,1,2,2,1,1,,1,,1,1,1,,1,2,2,7,3,1,,,,,1,1,,1,2,3,1,1,2,2,2,1,3,,,,,,,,,,,,,,,,
Malawi,MWI,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,398,439,449,462,468,397,438,355,402,363,293,226,314,220,320,267,351,314,271,210,190,193,215,185,189,316,284,369,330,323,448,492,538,746,495,577,618,515,440,,,,582,,,,,,,,,,
Malawi,MWI,"Trademark applications, direct resident",IP.TMK.RESD,,,,,8,18,23,66,74,72,20,12,24,23,9,,3,4,20,33,17,12,10,8,24,60,143,31,29,106,135,83,69,126,184,126,86,73,87,88,105,146,138,,,,222,,,,,,,,,,
